[[ -5.012966319918632500E-2,   2.579683542251587000E0,0, -6.285990029573440000E-2, -1.970137208700180000E-1,  3.907980024814605700E-1, -4.565287232398987000E-1 
 5.671229958534241000E-1, -3.457261025905609000E-1,0, -2.876206859946251000E-2, -1.970137208700180000E-1,  7.623597979545593000E-1, -5.985909104347229000E-1 
-8.335657119750977000E-1, -6.285901665687561000E-1,0, -6.587839126586914000E-2,  9.694516062736511000E-1,  -1.073226451873779300E0,   1.087376952171325700E0 
-2.637940347194671600E-1, -6.261088848114014000E-1,0, -6.587839126586914000E-2, -1.970137208700180000E-1,  -2.825050354003906200E0, -3.875701129436493000E-1 
-6.199013590812683000E-1,  5.127605050802231000E-2,0, -6.347477436065674000E-2, -1.970137208700180000E-1,  1.344704627990722700E-1, -3.388115465641022000E-1 
-6.911228299140930000E-1, -4.077576994895935000E-1,0, -9.030045010149479000E-3, -1.970137208700180000E-1, -1.243217140436172500E-1, -2.199625223875045800E-1 
-2.637940347194671600E-1, -6.236276030540466000E-1,0, -6.587839126586914000E-2, -1.970137208700180000E-1,  -2.533079624176025400E0, -3.875701129436493000E-1 
 2.347561866044998200E-1,   1.403564572334289600E0,0, -6.252451241016388000E-2,  9.694516062736511000E-1,  7.438251376152039000E-1, -5.815670490264893000E-1 
-2.163130789995193500E-1,   2.465545415878296000E0,0, -6.336297839879990000E-2, -1.970137208700180000E-1,  5.534672737121582000E-1, -5.312338471412659000E-1 
 6.620849370956421000E-1,  7.485110759735107000E-1,0, -6.341888010501862000E-2, -1.970137208700180000E-1,  7.077947258949280000E-1, -6.021078824996948000E-1 
 3.059776425361633300E-1,   1.242282509803772000E0,0, -5.604033172130585000E-2, -1.970137208700180000E-1,  7.486706972122192000E-1, -5.860175490379333000E-1 
 7.095659375190735000E-1,  4.979034662246704000E-1,0, -4.508430883288383500E-2, -1.970137208700180000E-1,  7.112810611724854000E-1, -6.037089228630066000E-1 
  1.279337644577026400E0,  3.192525207996368400E-1,0, -5.581673979759216000E-2, -1.970137208700180000E-1,  5.326123237609863000E-1, -6.174319982528687000E-1 
-2.163130789995193500E-1, -4.449766576290130600E-1,0, -6.587839126586914000E-2, -1.970137208700180000E-1,  -2.293246746063232400E0, -4.067252874374389600E-1 
-8.098252415657043000E-1, -6.112213134765625000E-1,0,  7.107190787792206000E-2, -1.970137208700180000E-1,  -1.705829501152038600E0,  5.063372254371643000E-1 
-8.335657119750977000E-1, -6.285901665687561000E-1,0, -6.587839126586914000E-2, -1.970137208700180000E-1,  -1.073226451873779300E0,   1.087376952171325700E0 
-6.436418294906616000E-1, -5.789648890495300000E-1,0, -6.565479934215546000E-2, -1.970137208700180000E-1,  4.450210332870483400E-1,  4.150538146495819000E-2 
  1.231856584548950200E0, -3.382823169231415000E-1,0, -2.468150854110717800E-2, -1.970137208700180000E-1,  7.819356322288513000E-1, -6.165711283683777000E-1 
-8.335657119750977000E-1, -6.285901665687561000E-1,0, -6.587839126586914000E-2, -1.970137208700180000E-1,  -1.073226451873779300E0,   1.087376952171325700E0 
-2.637940347194671600E-1, -6.261088848114014000E-1,0, -6.587839126586914000E-2, -1.970137208700180000E-1,  -2.533079624176025400E0, -3.875701129436493000E-1 
-8.335657119750977000E-1, -6.285901665687561000E-1,0, -6.587839126586914000E-2,  9.694516062736511000E-1,  -1.073226451873779300E0,   1.087376952171325700E0 
 6.857277452945709000E-2, -4.747518002986908000E-1,0, -5.766137689352035500E-2, -1.970137208700180000E-1,  -1.452788233757019000E0, -5.685863494873047000E-1 
-6.911228299140930000E-1, -6.062587499618530000E-1,0, -3.988578543066978500E-2,  9.694516062736511000E-1,  3.501306474208832000E-1, -2.199625223875045800E-1 
-6.911228299140930000E-1, -5.814461708068848000E-1,0, -6.336297839879990000E-2, -1.970137208700180000E-1, -1.243217140436172500E-1, -2.199625223875045800E-1 
  1.682925820350647000E0,   2.606977462768554700E0,0, -3.776165843009949000E-2, -1.970137208700180000E-1,  7.542937994003296000E-1, -6.234623789787292000E-1 
-5.012966319918632500E-2,  3.415838778018951400E-1,0, -4.307197779417038000E-2, -1.970137208700180000E-1,  6.076905131340027000E-1, -5.561355352401733000E-1 
-4.774584174156189000E-1, -3.311746288090944300E-3,0,  3.411714434623718000E-1, -1.970137208700180000E-1,  6.013113260269165000E-1, -4.506694972515106000E-1 
-2.875345349311828600E-1,  2.100769132375717200E-1,0, -5.794086679816246000E-2, -1.970137208700180000E-1,  6.727581620216370000E-1, -5.162927508354187000E-1 
-3.824964761734009000E-1, -5.789648890495300000E-1,0, -6.347477436065674000E-2,  9.694516062736511000E-1,  4.630955159664154000E-1, -4.897309839725494400E-1 
-2.875345349311828600E-1, -4.797143340110779000E-1,0, -6.341888010501862000E-2, -1.970137208700180000E-1,  5.209335684776306000E-1, -5.162927508354187000E-1 
-5.724203586578369000E-1, -5.615960359573364000E-1,0, -6.224501878023147600E-2, -1.970137208700180000E-1,  2.406416684389114400E-1, -3.875701129436493000E-1 
-6.911228299140930000E-1, -4.846768677234649700E-1,0, -6.325118243694305000E-2,  9.694516062736511000E-1, -1.243217140436172500E-1, -2.199625223875045800E-1 
-8.573062419891357000E-1, -6.285901665687561000E-1,0, -6.587839126586914000E-2,  9.694516062736511000E-1,  8.245829939842224000E-1,   2.830496311187744000E0 
  1.944071173667907700E0,   1.269576430320739700E0,0,  2.231705784797668500E-1, -1.970137208700180000E-1,  7.607910633087158000E-1, -6.264461874961853000E-1 
-4.774584174156189000E-1, -6.062587499618530000E-1,0, -6.459274142980576000E-2, -1.970137208700180000E-1, -2.917754352092743000E-1, -4.506694972515106000E-1 
-8.335657119750977000E-1, -6.285901665687561000E-1,0, -6.587839126586914000E-2, -1.970137208700180000E-1,  -1.073226451873779300E0,   1.087376952171325700E0 
-7.860847711563110000E-1, -6.087400317192078000E-1,0, -6.336297839879990000E-2,  9.694516062736511000E-1,  8.245829939842224000E-1, -6.557423472404480000E-1 
 2.822371423244476300E-1, -7.278712093830109000E-2,0, -5.162438377737999000E-2, -1.970137208700180000E-1,  2.823517620563507000E-1, -5.845946073532104000E-1 
-6.199013590812683000E-1, -6.161838173866272000E-1,0, -3.854423388838768000E-2, -1.970137208700180000E-1,  1.344704627990722700E-1, -3.388115465641022000E-1 
  1.018192291259765600E0,  4.755721092224121000E-1,0, -4.676125198602676400E-2,  9.694516062736511000E-1,  8.245829939842224000E-1, -6.557423472404480000E-1 
-8.335657119750977000E-1, -6.285901665687561000E-1,0, -6.587839126586914000E-2, -1.970137208700180000E-1,  -1.073226451873779300E0,   1.087376952171325700E0 
-8.335657119750977000E-1, -6.285901665687561000E-1,0, -6.593429297208786000E-2, -1.970137208700180000E-1,  -1.073226451873779300E0,   1.087376952171325700E0 
 8.757493495941162000E-1,   1.634322166442871000E0,0, -5.861164256930351000E-2, -1.970137208700180000E-1,  7.219987511634827000E-1, -6.086309552192688000E-1 
 6.620849370956421000E-1,  4.830158948898315400E-1,0, -4.821459949016571000E-2, -1.970137208700180000E-1,  7.077947258949280000E-1, -6.557423472404480000E-1 
-5.249394178390503000E-1, -4.846768677234649700E-1,0, -6.341888010501862000E-2, -1.970137208700180000E-1,  5.715417265892029000E-1, -4.233264029026031500E-1 
  1.754147291183471700E0,   1.448227405548095700E0,0,  3.289351612329483000E-2, -1.970137208700180000E-1,  7.219987511634827000E-1, -6.243348121643066000E-1 
-8.335657119750977000E-1, -6.285901665687561000E-1,0, -6.587839126586914000E-2, -1.970137208700180000E-1,  -1.073226451873779300E0,   1.087376952171325700E0 
  2.680026292800903300E0,  1.033825874328613300E-1,0, -5.218336358666420000E-2,  9.694516062736511000E-1,  8.245829939842224000E-1, -6.557423472404480000E-1 
-8.098252415657043000E-1, -6.285901665687561000E-1,0, -6.587839126586914000E-2,  9.694516062736511000E-1, -4.406232237815857000E-1,  5.063372254371643000E-1 
-6.436418294906616000E-1, -6.186650991439819000E-1,0, -6.263630837202072000E-2, -1.970137208700180000E-1,  6.545927375555038000E-2, -3.071184754371643000E-1 
  1.896590232849121000E0,   1.599584460258483900E0,0,  1.182498857378959700E-1, -1.970137208700180000E-1,  7.597005963325500000E-1, -6.259454488754272000E-1 
 3.771991133689880400E-1,  7.857300043106079000E-1,0, -2.770000509917736000E-2,  9.694516062736511000E-1,  7.529675960540771000E-1, -5.899642705917358000E-1 
-9.761063754558563000E-2, -4.524204432964325000E-1,0, -6.285990029573440000E-2, -1.970137208700180000E-1,  5.945454835891724000E-1, -5.500987172126770000E-1 
-8.098252415657043000E-1, -6.261088848114014000E-1,0, -6.587839126586914000E-2,  9.694516062736511000E-1, -4.406232237815857000E-1,  5.063372254371643000E-1 
  2.680026292800903300E0,   3.820315361022949000E0,0, -5.212746560573578000E-2, -1.970137208700180000E-1,  7.739747762680054000E-1, -6.325007677078247000E-1 
  1.920330643653869600E0,   2.468026638031006000E0,0, -5.548135191202164000E-2, -1.970137208700180000E-1,  7.602503895759583000E-1, -6.261979341506958000E-1 
-5.961608886718750000E-1,   1.664097309112548800E0,0, -6.559890508651733000E-2,  9.694516062736511000E-1,  5.082815289497375000E-1, -3.652224540710449000E-1 
-8.098252415657043000E-1, -6.285901665687561000E-1,0, -6.587839126586914000E-2, -1.970137208700180000E-1, -4.406232237815857000E-1,  5.063372254371643000E-1 
-6.673822999000549000E-1, -5.913711786270142000E-1,0, -5.341312289237976000E-2,  9.694516062736511000E-1,  8.245829939842224000E-1, -6.557423472404480000E-1 
  1.730406761169433600E0,  7.658799290657043000E-1,0, -6.174193695187569000E-2, -1.970137208700180000E-1,  7.555717825889587000E-1, -6.240492463111877000E-1 
-7.387015223503113000E-2,  5.003847479820251000E-1,0, -6.258040666580200000E-2, -1.970137208700180000E-1,  4.896753430366516000E-1, -5.532059073448181000E-1 
-6.673822999000549000E-1, -6.112213134765625000E-1,0, -6.330708414316177000E-2, -1.970137208700180000E-1,  -1.284094095230102500E0, -2.683824896812439000E-1 
 4.009395837783813500E-1,  6.914420127868652000E-1,0, -5.637571960687637000E-2, -1.970137208700180000E-1,  8.245829939842224000E-1, -5.911823511123657000E-1 
-8.335657119750977000E-1, -6.285901665687561000E-1,0, -6.587839126586914000E-2, -1.970137208700180000E-1,  -1.073226451873779300E0,   1.087376952171325700E0 
-3.112750053405761700E-1,   2.006511688232422000E0,0, -6.336297839879990000E-2, -1.970137208700180000E-1,  5.082815289497375000E-1, -5.104823708534241000E-1 
 6.858254075050354000E-1,  2.745897769927978500E-1,0, -6.079167127609253000E-2, -1.970137208700180000E-1,  4.795268476009369000E-1, -6.029205322265625000E-1 
 7.570468783378601000E-1, -5.566335320472717000E-1,0, -6.481633335351944000E-2, -1.970137208700180000E-1,  -1.870856523513794000E0, -6.052171587944031000E-1 
